,Address,Business Name,Email,Phone Number,Website
335," 31 Kenerne Drive, Barnet, Hertfordshire, EN5 2NW                                 ",RS Architects Ltd,rana@rsarchitects.co.uk,020 84495441,www.rsarchitects.co.uk
336," 48 Charlotte Street, LONDON, W1T 2NS                                 ",RS2 Architects Ltd,mhotwani@rs2architects.co.uk,07305174448,
337," The Dovecote, Long Wittenham, ABINGDON, Oxfordshire, OX14 4QN                                 ",RSA Architects,info@rsa-architects.co.uk,01865 407277,www.rsa-architects.co.uk
338," 76 New Kings Road, LONDON, SW6 4LT                                 ",Rubrics Architects,info@rubrics.co.uk,02078713054,www.rubrics.co.uk
339," 1 Dartmouth Close, The Plains, TOTNES, Devon, TQ9 5DR                                 ",Rud Sawers Architects Ltd,rud@rudsawersarchitects.com,01803 865551,www.rudsawersarchitects.com
340," Ruff Architects Limited, 205 Wardour Street, LONDON, W1F 8ZJ                                 ",Ruff Architects Limited,info@ruffarchitects.co.uk,0203 814 8992,www.ruffarchitects.co.uk
341," South Park Studios, South Park, SEVENOAKS, Kent, TN13 1AN                                 ",Rummey Design,j.brightwell@rummey.co.uk,01732 743753,www.rummey.co.uk
342," Pantybara, Felindre, Llandysul, SA44 5XT                                 ",Rural Office For Architecture,niall@r-o-a.co.uk,01559 505008,www.ruralofficeforarchitecture.co.uk
343," 3 The Offices, 10 Fleet Street, Brighton, East Sussex, BN1 4ZE                                 ",Russ Drage Architects & Masterplanners,mail@russdrage-architects.com,01273 667993,www.russdrage-architects.com
344," 86 Blackheath Road, Greenwich, LONDON, SE10 8DA                                 ",Russell + May Architects,info@russellassociates.co.uk,020 8320 0990,www.russellassociates.co.uk
345," 31 Irons Road, Harlestone, Northampton, Northants, NN5 6WL                                 ",Russell Parkhill Architects Limited,,"
www.northamptonshirearchitects.co.uk
",www.northamptonshirearchitects.co.uk
346," 85 Blackfriars Road, Southwark, LONDON, SE1 8HA                                 ",Russell Taylor Architects,mail@rtarchitects.co.uk,020 7261 1984,www.rtarchitects.co.uk
347," 56 Bridge Street, LLANGEFNI, Gwynedd, LL77 7HH                                 ",Russell-Hughes Cyf,info@russellhughes.co.uk,01248 722333,www.russellhughes.co.uk
348," Unit 16 Durham Yard, Teesdale Street, London, E2 6QF                                 ",RUSSIAN FOR FISH,fishfood@russianforfish.com,020 7739 4442,www.russianforfish.com
349," Courtyard Studio, Seven Convent Lane, Emsworth, Hampshire, PO10 7JJ                                 ",Ruth Butler Architects,ruth@ruthbutlerarchitects.com,01243 379783,www.ruthbutlerarchitects.com
350," The Assembly Rooms, 29 Market Place, BEDALE, North Yorkshire, DL8 1ED                                 ",The Plan Shop (UK) Ltd,admin@theplanshop.net,01677 426616,www.ps-architects.co.uk
351," 35a Brown Street, SALISBURY, Wiltshire, SP1 2AS                                 ",The Relph Ross Partnership Limited,enquiries@relphross.co.uk,01722 410141,www.relphross.co.uk
352," Unit 2, Martins Barn, Birdham Road, CHICHESTER, West Sussex, PO20 7BX                                 ",The Seaman Partnership Ltd,office@the-seaman-partnership.co.uk,01243 514131,www.the-seaman-partnership.co.uk
353," First Floor, The Lambourne, 170 Great Hampton Row, Birmingham, B19 3JP                                 ",The Space * Studio (*Architecture & Interior Design) Ltd,design@thespacestudio.com,0121 212 9615,www.thespacestudio.com
354," 15 Granard Avenue, LONDON, SW15 6HH                                 ",The Sutters Partnership,mail@sutterspartnership.com,020 8788 5788,www.sutterspartnership.com
355," Warwick House, 116 Palmerston Road, BUCKHURST HILL, Essex, IG9 5LQ                                 ",The Tooley & Foster Partnership,architects@tooleyfoster.com,020 8504 9711,www.tooleyfoster.com
356," 31 Farmcombe Road, TUNBRIDGE WELLS, Kent, TN2 5DE                                 ",The Vawdrey House,studio@thevawdreyhouse.com,07973 422 428,www.thevawdreyhouse.com/
357," The Dreys, 5 Castle Barns, Coplowe Lane, Bletsoe, Bedfordshire, MK44 1TL                                 ",The Victor Farrar Partnership,lbubbins@btconnect.com,01234 783258,www.architects4you.co.uk
358," The Union Building, 51 - 59 Rose Lane, Norwich, Norfolk, NR1 1BY                                 ",The Whitworth Co-Partnership LLP,info@whitworth.co.uk,01603 626782,www.whitworth.co.uk
359," 23 Salisbury Road, HARROW, Middlesex, HA1 1NU                                 ",The Wilson Partnership,wilson.ptn@virgin.net,020 8427 9708,
360," 15 Main Street, Kirkby Lonsdale, CARNFORTH, Lancashire, LA6 2AQ                                 ",The Wright Design Partnership Ltd,mail@wdparchitects.co.uk,015242 71697,www.wdparchitects.co.uk/index.htm
361," 11-13 Lonsdale Gardens, TUNBRIDGE WELLS, Kent, TN1 1NU                                 ",Theis and Khan Architects Ltd,mail@theisandkhan.com,01892 518094,www.theisandkhan.com
362," 2 The Cloches, Beeston, SANDY, Bedfordshire, SG19 1PY                                 ",Themack Architects,info@themackarchitects.co.uk,01767 680264,www.themackarchitects.co.uk
363," The White House, 55A Kyverdale Road, London, N16 7AB                                 ",theme2architects,francis@theme2architects.com,078818174310,www.theme2architects.com
364," Bloxham Mill, Barford Road, Bloxham, Oxfordshire, OX15 4FF                                 ",Thinking Buildings,email@thinking-buildings.co.uk,01295 722830,www.thinking-buildings.co.uk
365," 82 Southwark Bridge Road, London, SE1 0AS                                 ",Thomas and Spiers Architects,,0207 043 0727,www.thomasandspiers.com
366," 244 Kittochside Road, Kittochside, Carmunnock, Clarkston, GLASGOW, G76 9ES                                 ",THOMAS ARCHITECTS,thomas.244@btconnect.com,0141 644 1000,
367," Thomas Associates Architects, 3 Waterview, White Cross, Lancaster, Lancashire, LA1 4XS                                 ",Thomas Associates Architects,mail@ta-architects.co.uk,01524 381555,www.ta-architects.co.uk
368," Unit 9, Ivebury Court, 325 Latimer Road, LONDON, W10 6RA                                 ",Thomas Croft Architects Ltd,email@thomascroft.com,020 8962 0066,www.thomascroft.com
369," 80-82 Chiswick High Road, Chiswick, LONDON, W4 1SY                                 ",Thomas de Cruz Architects & Designers Ltd,tdc@thomasdecruz.com,020 8995 8100,www.thomasdecruz.com
370," The Barn, Rhyne Cottage, Moreton Valence, GLOUCESTER, GL2 7NA                                 ",Thomas Dean Architects,owenthomas@thomasdeanarchitects.com,01452 740861,
371," Thomas Ford & Partners, 177 Kirkdale, LONDON, SE26 4QH                                 ",Thomas Ford & Partners,tfp@thomasford.co.uk,020 8659 3250,www.thomasford.co.uk/
372," The Red House, Croftamie, Glasgow, Stirlingshire, G63 0EU                                 ",Thomas Robinson Architects,mail@thomasrobinsonarchitects.co.uk,01360 661144,www.thomasrobinsonarchitects.co.uk
373," 57 Warwick Road, LONDON, SW5 9HB                                 ",Thomas Ruddy RIBA Chartered Architect,,020 7370 7860,www.ruddyarchitect.com
374," Suite 101, The Darwin Rooms, 1 Worcester Road, Malvern, WR14 4QY                                 ",Thomas White Associates,info@thomaswhite.co.uk,01684 568403,www.thomaswhite.co.uk
375," Gallery East, 566 Cable Street, London, E1W 3HB                                 ",Thomas-McBrien Architects,mail@thomas-mcbrien.com,02036335035,www.thomas-mcbrien.com
376," The Counting House, 9 High Street, TRING, HP23 5TE                                 ",Thompson Bradford Architects Ltd,mail@tb-architects.co.uk,01442 820410,www.tb-architects.co.uk
377," 75 Lansdowne Way, LONDON, SW8 2EA                                 ",Thomson Lavers Architects,thomson.lavers@btinternet.com,020 7498 7203,thomsonlavers.com
378," Creative Industries Centre, Glaisher Drive, Wolverhampton Science Park, WOLVERHAMPTON, West Midlands, WV10 9TG                                 ",Thorne Architecture Limited,studio@thornearchitecture.co.uk,01902 717782,www.thornearchitecture.co.uk
379," Threefold Architects, 57 Bayham Place, LONDON, NW1 0ET                                 ",Threefold Architects,info@threefoldarchitects.com,0208 969 2323,www.threefoldarchitects.com
380," The Studio, 61 Hardwick Lane, BURY ST. EDMUNDS, Suffolk, IP33 2RB                                 ",Thurlow Architects Ltd,info@thurlowarchitects.co.uk,01284 706 805,www.thurlowarchitects.co.uk
381," First Floor Studio, 86-87 Campden Street, London, W8 7EN                                 ",Tigg + Coll Architects,info@tiggcollarchitects.com,020 3170 6125,www.tiggcollarchitects.com
382," 175 Bermondsey St, Block K, London, SE1 3UW                                 ",TIKARI WORKS,studio@tikari.co.uk,020 3005 2406,tikari.co.uk
383," Ash Tree House, Ashby Lane, Bitteswell, LE17 4SQ                                 ",Tim Adams Architects Limited,timadamsarchitects@mail.com,01455 552 882,
384," Brook Cottage, Barrack Lane, Ufford, WOODBRIDGE, Suffolk, IP13 6DT                                 ",Tim Buxbaum Architect,TimBuxbaum@aol.com,01394 461483,www.timbuxbaumarchitect.co.uk
385," 203 Metal Box Factory, 30 Great Guildford Street, Borough, London, SE1 0HS                                 ",Tim Flynn Architects,enquiries@timflynnarchitects.com,020 3176 5364,www.timflynnarchitects.com
386," Hazel Tree Lodge, Cornwood, IVYBRIDGE, Devon, PL21 9PU                                 ",Tim Offer Architects Ltd,studio@timoffer.com,01752 878 986,www.timoffer.com
387," 15 Annett Road, Walton on Thames, Surrey, KT12 2JR                                 ",Tim Richards Architects,tim@timrichardsarchitects.com,"
tim@timrichardsarchitects.com
",www.timrichardsarchitects.com
388," Tim Ronalds Architects, 108 Weston Street, LONDON, SE1 3QB                                 ",Tim Ronalds Architects,office@timronalds.co.uk,020 7490 7704,www.timronalds.co.uk
389," Flat 3, 129 Kennington Park Road, LONDON, SE11 4JJ                                 ",Tim Walker Architect,twarchitects@btinernet.com,020 7582 0363,
390," Georgian House, Greenhill, SHERBORNE, Dorset, DT9 4EP                                 ",Timothy A G. MacBean RIBA Chartered Architect,tim.macbean@btconnect.com,01935 814955,
391," Newcombe House, 45 Notting Hill Gate, London, W11 3LQ                                 ",Timothy Hatton Architects,mail@tha.co.uk,020 3235 0070,www.timothyhattonarchitects.co.uk
392," Timothy Smith & Jonathan Taylor LLP, 29 Great James Street, LONDON, WC1N 3EY                                 ",Timothy Smith & Jonathan Taylor LLP,info@smithandtaylorllp.com,0207 241 1494,www.smithandtaylorllp.com
393," Studio 2, The Mews, 6 Putney Common, London, SW15 1HL                                 ",Timothy Tasker Architects Ltd,studio@ttarchitects.co.uk,07951537631,www.ttarchitects.co.uk
394," Unit 7, Basepoint Business Centre, Winnall Valley Road, Winchester, Hampshire, SO23 0LD                                 ",TKLS Architects,nicholas.sherwood@tkls.co.uk,01962 714007,www.tkls.co.uk
395," The Repeater Station, London Road, Norman Cross, Peterborough, Cambridgeshire, PE7 3TB                                 ",TMV Architects,tm@tmvarchitects.co.uk,"
tm@tmvarchitects.co.uk
",www.tmvarchitects.co.uk
396," 7 The Knoll, Grendon, Northampton, Northamptonshire, NN7 1JG                                 ",Toby Pateman Architect Ltd,toby.pateman@btconnect.com,01933 666300,
397," 1a Gatward Close, Winchmore Hill, LONDON, N21 1AS                                 ",TOCA,admin@toca-uk.com,02083608457,www.toca-uk.com
398," 43 Manor Place, EDINBURGH, EH3 7EB                                 ",Tod & Taylor Architects,admin@todtaylor.co.uk,0131 225 7988,www.todtaylor.co.uk/
399," 2nd Floor, Titanic House, 6 Queen's Road, Belfast, County Antrim, BT3 9DT                                 ",Todd Architects,Judith.Cowan@toddarch.co.uk,028 9024 5587,www.toddarch.com
